,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
859,2385627746,Roberto Joan,Amor Barriga,roberto.amor@hotmail.com,M,986467068,6/6/1981,41,Activo,Sin gratuidad,Viudo/a,a6ab4178-74f4-11ed-8c78-0242ac1c000c
860,2363933970,Lara Eusebia,Pereira Sola,lara.pereira@hotmail.com,F,956716316,24/6/1999,23,Inactivo,Perdida gratuidad temporal,Viudo/a,a6ab422c-74f4-11ed-8c78-0242ac1c000c
861,811657294,Francisco Héctor,Sancho Moreno,francisco.sancho@hotmail.com,M,959867952,17/1/1992,30,Activo,Sin gratuidad,Viudo/a,a6ab42f4-74f4-11ed-8c78-0242ac1c000c
862,2209347431,Cloe Josefina,Ponce Prat,cloe.ponce@hotmail.com,F,915147415,16/5/1991,31,Inactivo,Perdida gratuidad temporal,Casado/a,a6ab43b2-74f4-11ed-8c78-0242ac1c000c
863,1588727230,Íngrid Ricarda,Jove Riquelme,íngrid.jove@hotmail.com,F,910581443,13/2/1987,35,Inactivo,Gratuidad,Viudo/a,a6ab4466-74f4-11ed-8c78-0242ac1c000c
864,1323748046,Norberto Arsenio,Lillo Alegria,norberto.lillo@hotmail.com,M,926281059,24/7/1989,33,Inactivo,Gratuidad,Viudo/a,a6ab451a-74f4-11ed-8c78-0242ac1c000c
865,1000684911,Débora Tania,Duran Guerra,débora.duran@hotmail.com,F,995000410,31/8/2003,19,Activo,Sin gratuidad,Union Libre,a6ab45ce-74f4-11ed-8c78-0242ac1c000c
866,2097714191,Esmeralda Alexandra,Montesinos Abellán,esmeralda.montesinos@hotmail.com,F,917101494,18/10/1985,37,Activo,Gratuidad,Soltero/a,a6ab4682-74f4-11ed-8c78-0242ac1c000c
867,1579208661,Kike Lucas,Zabaleta Sotelo,kike.zabaleta@hotmail.com,M,904368608,16/6/2005,17,Inactivo,Gratuidad,Union Libre,a6ab4736-74f4-11ed-8c78-0242ac1c000c
868,1349671781,Estefanía Lara,Fuente Pazos,estefanía.fuente@hotmail.com,F,933364783,10/12/1986,35,Activo,Perdida gratuidad temporal,Divorciado,a6ab47ea-74f4-11ed-8c78-0242ac1c000c
869,2301327387,Araceli Aroa,Peñas Villalba,araceli.peñas@hotmail.com,F,940604731,13/8/1999,23,Inactivo,Gratuidad,Casado/a,a6ab4894-74f4-11ed-8c78-0242ac1c000c
870,911845405,Marta Loida,Olmedo Adán,marta.olmedo@hotmail.com,F,950183641,6/1/1997,25,Activo,Gratuidad,Union Libre,a6ab49ca-74f4-11ed-8c78-0242ac1c000c
871,1166214856,Palmira Elodia,Tapia Ramirez,palmira.tapia@hotmail.com,F,995471798,15/1/1983,39,Activo,Perdida gratuidad temporal,Divorciado,a6ab4a7e-74f4-11ed-8c78-0242ac1c000c
872,748870897,Abraham Cecilio,Romero Barreda,abraham.romero@hotmail.com,M,974028547,16/5/1995,27,Activo,Perdida gratuidad temporal,Casado/a,a6ab4b32-74f4-11ed-8c78-0242ac1c000c
873,1795340343,Claudio Felix,Tomas Franco,claudio.tomas@hotmail.com,M,904405249,28/11/1994,28,Activo,Sin gratuidad,Soltero/a,a6ab4bdc-74f4-11ed-8c78-0242ac1c000c
874,1663858092,Raimundo Ciro,Amores Uriarte,raimundo.amores@hotmail.com,M,977005241,14/6/1984,38,Activo,Gratuidad,Union Libre,a6ab4c90-74f4-11ed-8c78-0242ac1c000c
875,188819026,Nereida Elodia,Company Lluch,nereida.company@hotmail.com,F,990568615,1/3/1990,32,Activo,Perdida gratuidad temporal,Divorciado,a6ab4d4e-74f4-11ed-8c78-0242ac1c000c
876,1579238727,Antonia Jennifer,Cazorla Pomares,antonia.cazorla@hotmail.com,F,965504887,17/12/1990,31,Activo,Perdida gratuidad temporal,Divorciado,a6ab4e02-74f4-11ed-8c78-0242ac1c000c
877,2384742938,Teodora Ámbar,Varela Solana,teodora.varela@hotmail.com,F,973732130,8/9/2004,18,Activo,Gratuidad,Viudo/a,a6ab4f10-74f4-11ed-8c78-0242ac1c000c
878,146091948,Perla Laura,Rueda Moles,perla.rueda@hotmail.com,F,978076377,21/8/1987,35,Activo,Sin gratuidad,Casado/a,a6ab4fce-74f4-11ed-8c78-0242ac1c000c
879,2234527028,Belén Isaura,Guzman Zurita,belén.guzman@hotmail.com,F,962982984,13/8/1989,33,Activo,Gratuidad,Soltero/a,a6ab5082-74f4-11ed-8c78-0242ac1c000c
880,2111724420,Rosa María Ligia,Trillo Parejo,rosa maría.trillo@hotmail.com,F,983756542,3/10/2003,19,Activo,Sin gratuidad,Viudo/a,a6ab5136-74f4-11ed-8c78-0242ac1c000c
881,2183626371,Bautista Ismael,Farré Batlle,bautista.farré@hotmail.com,M,966207732,28/5/1988,34,Inactivo,Gratuidad,Divorciado,a6ab51f4-74f4-11ed-8c78-0242ac1c000c
882,2290700173,Jordán Gonzalo,Cortina Ibañez,jordán.cortina@hotmail.com,M,906234000,17/12/1999,22,Inactivo,Sin gratuidad,Casado/a,a6ab529e-74f4-11ed-8c78-0242ac1c000c
883,1112790553,Tiburcio Glauco,Céspedes Solana,tiburcio.céspedes@hotmail.com,M,964607582,28/4/1994,28,Inactivo,Sin gratuidad,Soltero/a,a6ab535c-74f4-11ed-8c78-0242ac1c000c
884,1209933158,José Noelia,Carbajo Pombo,josé.carbajo@hotmail.com,F,942044232,26/11/1993,29,Activo,Sin gratuidad,Union Libre,a6ab5406-74f4-11ed-8c78-0242ac1c000c
885,1788479684,Odalys Febe,Feijoo Bastida,odalys.feijoo@hotmail.com,F,903065583,24/9/1992,30,Inactivo,Perdida gratuidad temporal,Soltero/a,a6ab54ba-74f4-11ed-8c78-0242ac1c000c
886,445384208,Heliodoro Heraclio,Nevado Coloma,heliodoro.nevado@hotmail.com,M,922022592,11/3/1992,30,Activo,Sin gratuidad,Soltero/a,a6ab556e-74f4-11ed-8c78-0242ac1c000c
887,2009390915,Jeremías Eladio,Gutierrez Grande,jeremías.gutierrez@hotmail.com,M,962387412,30/12/2001,20,Activo,Sin gratuidad,Viudo/a,a6ab562c-74f4-11ed-8c78-0242ac1c000c
888,724595088,Armando Aarón,Torralba Ballesteros,armando.torralba@hotmail.com,M,928426409,7/6/1983,39,Activo,Perdida gratuidad temporal,Union Libre,a6ab56e0-74f4-11ed-8c78-0242ac1c000c
889,2195511121,Nando Samu,Tur Pablo,nando.tur@hotmail.com,M,995739390,13/3/1998,24,Inactivo,Gratuidad,Soltero/a,a6ab578a-74f4-11ed-8c78-0242ac1c000c
890,1595400448,Pablo Narciso,Meléndez Acosta,pablo.meléndez@hotmail.com,M,917507528,9/1/1982,40,Inactivo,Sin gratuidad,Soltero/a,a6ab583e-74f4-11ed-8c78-0242ac1c000c
891,1540737864,Matías Jordán,Bautista Santamaria,matías.bautista@hotmail.com,M,992450592,9/4/1983,39,Activo,Sin gratuidad,Union Libre,a6abc238-74f4-11ed-8c78-0242ac1c000c
892,1634231240,Valerio Ricardo,Menéndez Gual,valerio.menéndez@hotmail.com,M,948358242,1/5/2006,16,Activo,Sin gratuidad,Union Libre,a6abc6e8-74f4-11ed-8c78-0242ac1c000c
893,1043987685,Herminia Brígida,Bayona Aparicio,herminia.bayona@hotmail.com,F,958177888,3/9/1999,23,Inactivo,Gratuidad,Divorciado,a6abc7ec-74f4-11ed-8c78-0242ac1c000c
894,209541537,Jesusa Diana,Nevado Duran,jesusa.nevado@hotmail.com,F,993064953,5/2/1999,23,Activo,Sin gratuidad,Soltero/a,a6abc8b4-74f4-11ed-8c78-0242ac1c000c
895,2497672366,Rosenda Josefina,Rey Pol,rosenda.rey@hotmail.com,F,920184566,23/5/1980,42,Activo,Sin gratuidad,Soltero/a,a6abc986-74f4-11ed-8c78-0242ac1c000c
896,1356871844,Rubén Roldán,Lucena Suarez,rubén.lucena@hotmail.com,M,943984023,13/5/1990,32,Inactivo,Gratuidad,Casado/a,a6abca3a-74f4-11ed-8c78-0242ac1c000c
897,394216218,Salud Angelina,Rosselló Agudo,salud.rosselló@hotmail.com,F,933649273,9/7/2005,17,Activo,Perdida gratuidad temporal,Divorciado,a6abcb02-74f4-11ed-8c78-0242ac1c000c
898,1590219816,Vicenta Elisa,Moliner Gómez,vicenta.moliner@hotmail.com,F,908096991,8/2/1990,32,Inactivo,Gratuidad,Soltero/a,a6abcbc0-74f4-11ed-8c78-0242ac1c000c
899,1331006591,Amarilis Dionisia,Osuna Vilaplana,amarilis.osuna@hotmail.com,F,923516923,16/11/2001,21,Activo,Gratuidad,Casado/a,a6abcc92-74f4-11ed-8c78-0242ac1c000c
900,2242166185,Amaro Pío,Torrens Palma,amaro.torrens@hotmail.com,M,919283389,24/6/1984,38,Activo,Sin gratuidad,Casado/a,a6abcd5a-74f4-11ed-8c78-0242ac1c000c
901,1881057516,Chucho Nando,Galindo Torrens,chucho.galindo@hotmail.com,M,944979987,26/9/1985,37,Activo,Sin gratuidad,Viudo/a,a6abceae-74f4-11ed-8c78-0242ac1c000c
902,2237845574,Rafaela Victoria,Bolaños Pedraza,rafaela.bolaños@hotmail.com,F,911082111,19/11/1982,40,Activo,Perdida gratuidad temporal,Viudo/a,a6abcfb2-74f4-11ed-8c78-0242ac1c000c
903,677996107,Nacio Pepe,Martorell Manjón,nacio.martorell@hotmail.com,M,911588293,17/12/1988,33,Inactivo,Gratuidad,Soltero/a,a6abd0d4-74f4-11ed-8c78-0242ac1c000c
904,2223800753,Ildefonso Bruno,Acosta Pozo,ildefonso.acosta@hotmail.com,M,942532185,9/9/1988,34,Inactivo,Gratuidad,Soltero/a,a6abd192-74f4-11ed-8c78-0242ac1c000c
905,393869695,Lalo Cipriano,Guerrero Solsona,lalo.guerrero@hotmail.com,M,900063898,6/12/1981,40,Activo,Gratuidad,Casado/a,a6abd250-74f4-11ed-8c78-0242ac1c000c
906,261899741,Moisés Elpidio,Arellano Criado,moisés.arellano@hotmail.com,M,921460479,3/8/1987,35,Inactivo,Gratuidad,Soltero/a,a6abd30e-74f4-11ed-8c78-0242ac1c000c
907,574429897,Amando Segismundo,Santiago Uribe,amando.santiago@hotmail.com,M,940472908,4/2/1984,38,Activo,Gratuidad,Union Libre,a6abd3c2-74f4-11ed-8c78-0242ac1c000c
908,152672216,Marisa Reyna,Cabo Font,marisa.cabo@hotmail.com,F,964602919,26/6/1987,35,Inactivo,Gratuidad,Viudo/a,a6abd480-74f4-11ed-8c78-0242ac1c000c
909,602908535,Leyre Nydia,Mariscal Maestre,leyre.mariscal@hotmail.com,F,995103037,28/10/2002,20,Inactivo,Gratuidad,Soltero/a,a6abd534-74f4-11ed-8c78-0242ac1c000c
910,1324029236,Alejo Ambrosio,Vallés Yuste,alejo.vallés@hotmail.com,M,911288069,14/6/1993,29,Inactivo,Gratuidad,Union Libre,a6abd5e8-74f4-11ed-8c78-0242ac1c000c
911,1845316171,Alma Hortensia,Manzano Neira,alma.manzano@hotmail.com,F,928474223,20/7/1992,30,Activo,Gratuidad,Viudo/a,a6abd69c-74f4-11ed-8c78-0242ac1c000c
912,1023622305,Nidia Etelvina,Báez Aramburu,nidia.báez@hotmail.com,F,932835298,10/6/1996,26,Inactivo,Gratuidad,Soltero/a,a6abd75a-74f4-11ed-8c78-0242ac1c000c
913,1278155043,Gala Consuela,Pedro Priego,gala.pedro@hotmail.com,F,990718117,12/8/1981,41,Activo,Perdida gratuidad temporal,Soltero/a,a6abd804-74f4-11ed-8c78-0242ac1c000c
914,143475549,Nazario Cruz,Cortes Castrillo,nazario.cortes@hotmail.com,M,956954874,31/3/1984,38,Inactivo,Gratuidad,Soltero/a,a6abd8c2-74f4-11ed-8c78-0242ac1c000c
915,225314239,Noé Adalberto,Toledo Mas,noé.toledo@hotmail.com,M,989074200,8/9/1982,40,Inactivo,Gratuidad,Casado/a,a6abd980-74f4-11ed-8c78-0242ac1c000c
916,2449431475,Pelayo Jonatan,Talavera Río,pelayo.talavera@hotmail.com,M,967103710,8/9/1998,24,Inactivo,Perdida gratuidad temporal,Soltero/a,a6abda34-74f4-11ed-8c78-0242ac1c000c
917,1864140243,Estela Laura,Gimeno Blanca,estela.gimeno@hotmail.com,F,963083553,9/12/1998,23,Activo,Sin gratuidad,Viudo/a,a6abdae8-74f4-11ed-8c78-0242ac1c000c
918,1144186601,Daniel Abilio,Posada Heredia,daniel.posada@hotmail.com,M,902696644,29/9/2004,18,Activo,Gratuidad,Union Libre,a6abdb9c-74f4-11ed-8c78-0242ac1c000c
919,1305090888,Cristina Florentina,Escolano Campos,cristina.escolano@hotmail.com,F,911950640,1/4/1995,27,Inactivo,Sin gratuidad,Casado/a,a6abdc5a-74f4-11ed-8c78-0242ac1c000c
920,2038866011,Febe Melania,Villanueva Blanch,febe.villanueva@hotmail.com,F,944948079,23/7/1981,41,Inactivo,Sin gratuidad,Viudo/a,a6abdd5e-74f4-11ed-8c78-0242ac1c000c
921,2007496563,Aurelia Bernardita,España Llanos,aurelia.españa@hotmail.com,F,966366143,1/4/1987,35,Inactivo,Gratuidad,Viudo/a,a6abde12-74f4-11ed-8c78-0242ac1c000c
922,642536186,Marcial Elías,Jara Garzón,marcial.jara@hotmail.com,M,900021578,19/6/1998,24,Activo,Gratuidad,Soltero/a,a6abded0-74f4-11ed-8c78-0242ac1c000c
923,1715679114,Lola Alejandra,Heredia Lloret,lola.heredia@hotmail.com,F,935501182,4/7/1987,35,Activo,Sin gratuidad,Viudo/a,a6abdf8e-74f4-11ed-8c78-0242ac1c000c
924,2349608802,Fanny Anita,Gomila Corominas,fanny.gomila@hotmail.com,F,939731854,21/7/1998,24,Inactivo,Perdida gratuidad temporal,Soltero/a,a6abe042-74f4-11ed-8c78-0242ac1c000c
925,316930966,Fulgencio Pelayo,Mascaró Pomares,fulgencio.mascaró@hotmail.com,M,934340835,12/5/1982,40,Activo,Perdida gratuidad temporal,Viudo/a,a6abe100-74f4-11ed-8c78-0242ac1c000c
926,512107838,Gabriel Heraclio,Cabañas Montaña,gabriel.cabañas@hotmail.com,M,967683443,16/7/1980,42,Inactivo,Sin gratuidad,Soltero/a,a6abe1fa-74f4-11ed-8c78-0242ac1c000c
927,147042263,Aurora Adela,Arias Gisbert,aurora.arias@hotmail.com,F,986658422,18/12/1992,29,Activo,Gratuidad,Viudo/a,a6abe2b8-74f4-11ed-8c78-0242ac1c000c
928,2398173204,Francisco Javier Sandalio,Jaume Lumbreras,francisco javier.jaume@hotmail.com,M,926268935,28/4/1997,25,Inactivo,Perdida gratuidad temporal,Divorciado,a6abe376-74f4-11ed-8c78-0242ac1c000c
929,2109003560,Heliodoro Desiderio,Heredia Gil,heliodoro.heredia@hotmail.com,M,973524645,18/8/1996,26,Activo,Sin gratuidad,Casado/a,a6abe43e-74f4-11ed-8c78-0242ac1c000c
930,2077093800,Cruz Charo,Barba Merino,cruz.barba@hotmail.com,F,993432299,29/6/2004,18,Activo,Perdida gratuidad temporal,Divorciado,a6abe4f2-74f4-11ed-8c78-0242ac1c000c
931,398997962,Íngrid Eligia,Gomis Iglesia,íngrid.gomis@hotmail.com,F,990105410,27/2/1987,35,Activo,Perdida gratuidad temporal,Soltero/a,a6abe5a6-74f4-11ed-8c78-0242ac1c000c
932,2227554336,Narcisa Eva,Rozas Hervia,narcisa.rozas@hotmail.com,F,944960862,11/11/2005,17,Inactivo,Gratuidad,Soltero/a,a6abe664-74f4-11ed-8c78-0242ac1c000c
933,1843665637,Sabas Bartolomé,Giménez Carro,sabas.giménez@hotmail.com,M,942712633,8/1/1993,29,Inactivo,Gratuidad,Viudo/a,a6abe74a-74f4-11ed-8c78-0242ac1c000c
934,2481161023,Elisabet Anastasia,Roda Ferrer,elisabet.roda@hotmail.com,F,923985198,11/10/1982,40,Inactivo,Gratuidad,Soltero/a,a6abe7fe-74f4-11ed-8c78-0242ac1c000c
935,1836223193,Abraham Claudio,Piñol Abascal,abraham.piñol@hotmail.com,M,980022305,18/9/1982,40,Activo,Gratuidad,Casado/a,a6abe8bc-74f4-11ed-8c78-0242ac1c000c
936,211834852,Guillermo Alfonso,Delgado Olmedo,guillermo.delgado@hotmail.com,M,956784795,23/3/1998,24,Activo,Sin gratuidad,Viudo/a,a6abe97a-74f4-11ed-8c78-0242ac1c000c
937,1760112822,Gregorio Lázaro,Huertas Mendizábal,gregorio.huertas@hotmail.com,M,924133558,1/2/1992,30,Inactivo,Sin gratuidad,Viudo/a,a6abeac4-74f4-11ed-8c78-0242ac1c000c
938,1633569771,Dominga Anabel,Pavón Marqués,dominga.pavón@hotmail.com,F,900766343,4/4/1999,23,Inactivo,Perdida gratuidad temporal,Divorciado,a6abeb96-74f4-11ed-8c78-0242ac1c000c
939,308112836,Loreto Carina,Acosta Yáñez,loreto.acosta@hotmail.com,F,981483065,4/10/1990,32,Inactivo,Perdida gratuidad temporal,Soltero/a,a6abec54-74f4-11ed-8c78-0242ac1c000c
940,767487543,Lupe Ángel,Sureda Teruel,lupe.sureda@hotmail.com,M,905995780,20/2/2004,18,Inactivo,Gratuidad,Union Libre,a6abed12-74f4-11ed-8c78-0242ac1c000c
941,1944045642,Anacleto René,Manrique Amor,anacleto.manrique@hotmail.com,M,998427361,25/2/2006,16,Inactivo,Perdida gratuidad temporal,Viudo/a,a6abedd0-74f4-11ed-8c78-0242ac1c000c
942,402079505,Adriana Rosalina,Fortuny Feliu,adriana.fortuny@hotmail.com,F,971942571,18/12/1998,23,Activo,Gratuidad,Casado/a,a6abee84-74f4-11ed-8c78-0242ac1c000c
943,1266047806,Luis Ángel Augusto,Mesa Quevedo,luis ángel.mesa@hotmail.com,M,910435755,21/9/1984,38,Inactivo,Perdida gratuidad temporal,Divorciado,a6abef42-74f4-11ed-8c78-0242ac1c000c
944,1896883466,Seve Adolfo,Contreras Dávila,seve.contreras@hotmail.com,M,911735313,24/7/1982,40,Activo,Perdida gratuidad temporal,Casado/a,a6abeff6-74f4-11ed-8c78-0242ac1c000c
945,2228354790,Alex Roberto,Monreal Oliver,alex.monreal@hotmail.com,M,995449274,10/4/1988,34,Activo,Sin gratuidad,Viudo/a,a6abf0aa-74f4-11ed-8c78-0242ac1c000c
946,2050870496,Tatiana Berta,Toro Mosquera,tatiana.toro@hotmail.com,F,963407077,18/10/1980,42,Inactivo,Sin gratuidad,Viudo/a,a6abf168-74f4-11ed-8c78-0242ac1c000c
947,2308991171,Manuela Elisabet,Revilla Sanchez,manuela.revilla@hotmail.com,F,983949303,6/10/1999,23,Inactivo,Perdida gratuidad temporal,Casado/a,a6abf258-74f4-11ed-8c78-0242ac1c000c
948,760191150,Edgardo Eric,Saez Téllez,edgardo.saez@hotmail.com,M,972089922,28/6/1981,41,Inactivo,Gratuidad,Casado/a,a6abf316-74f4-11ed-8c78-0242ac1c000c
949,561354707,Encarna Feliciana,Mateo Tamayo,encarna.mateo@hotmail.com,F,929007430,30/1/1990,32,Inactivo,Sin gratuidad,Divorciado,a6abf3c0-74f4-11ed-8c78-0242ac1c000c
950,2148265319,Valentina Anastasia,Baena Fortuny,valentina.baena@hotmail.com,F,938219375,13/8/1980,42,Inactivo,Sin gratuidad,Viudo/a,a6abf474-74f4-11ed-8c78-0242ac1c000c
951,2401186610,Julieta Zaida,Puga Tejedor,julieta.puga@hotmail.com,F,953153647,20/3/1988,34,Inactivo,Gratuidad,Soltero/a,a6ac032e-74f4-11ed-8c78-0242ac1c000c
952,720908090,Anabel María Manuela,Serna Cabezas,anabel.serna@hotmail.com,F,909492991,18/11/1999,23,Activo,Sin gratuidad,Viudo/a,a6ac068a-74f4-11ed-8c78-0242ac1c000c
953,1629486374,Andrés Felipe Andrés Felipe,Rincón Ochoa,andrés felipe.rincón@hotmail.com,M,944248360,2/11/1995,27,Activo,Sin gratuidad,Divorciado,a6ac077a-74f4-11ed-8c78-0242ac1c000c
954,969353122,Cintia Martina,Gallart Herranz,cintia.gallart@hotmail.com,F,946796137,29/3/1999,23,Activo,Gratuidad,Soltero/a,a6ac087e-74f4-11ed-8c78-0242ac1c000c
955,2169368202,Arsenio Pelayo,Rojas Soria,arsenio.rojas@hotmail.com,M,915413472,18/8/1995,27,Inactivo,Perdida gratuidad temporal,Soltero/a,a6ac0a04-74f4-11ed-8c78-0242ac1c000c
956,684201041,Eufemia Maristela,Tamayo Calleja,eufemia.tamayo@hotmail.com,F,948132511,6/4/1996,26,Inactivo,Perdida gratuidad temporal,Union Libre,a6ac0ae0-74f4-11ed-8c78-0242ac1c000c
957,976873158,Lola Vera,Arévalo Pablo,lola.arévalo@hotmail.com,F,975269584,16/3/1991,31,Activo,Sin gratuidad,Union Libre,a6ac0b8a-74f4-11ed-8c78-0242ac1c000c
958,994128669,Nilo Adán,Acero Valcárcel,nilo.acero@hotmail.com,M,962028944,15/1/1987,35,Inactivo,Perdida gratuidad temporal,Divorciado,a6ac0c2a-74f4-11ed-8c78-0242ac1c000c
959,251740925,Rafa Josué,Roig Caro,rafa.roig@hotmail.com,M,992446551,2/1/1980,42,Inactivo,Gratuidad,Soltero/a,a6ac0d60-74f4-11ed-8c78-0242ac1c000c
960,1420901351,Alejo Jose Miguel,Estevez Cid,alejo.estevez@hotmail.com,M,988791046,5/10/2004,18,Activo,Gratuidad,Union Libre,a6ac0e1e-74f4-11ed-8c78-0242ac1c000c
961,2132633115,Hortensia Brunilda,Tejedor Cuevas,hortensia.tejedor@hotmail.com,F,920613046,25/11/1991,31,Activo,Sin gratuidad,Viudo/a,a6ac0ec8-74f4-11ed-8c78-0242ac1c000c
962,1874510121,Elena Almudena,Hidalgo Izaguirre,elena.hidalgo@hotmail.com,F,943149811,6/4/1993,29,Inactivo,Sin gratuidad,Viudo/a,a6ac0f7c-74f4-11ed-8c78-0242ac1c000c
963,833612586,Leocadio Eligio,Martorell Cardona,leocadio.martorell@hotmail.com,M,908693970,19/6/1991,31,Inactivo,Gratuidad,Divorciado,a6ac10b2-74f4-11ed-8c78-0242ac1c000c
964,340063700,Charo Cloe,Vicente Ferrando,charo.vicente@hotmail.com,F,974764566,12/5/1994,28,Inactivo,Perdida gratuidad temporal,Union Libre,a6ac115c-74f4-11ed-8c78-0242ac1c000c
965,112302942,Bienvenida Lupita,Carlos Contreras,bienvenida.carlos@hotmail.com,F,983405743,10/11/1983,39,Inactivo,Gratuidad,Divorciado,a6ac1292-74f4-11ed-8c78-0242ac1c000c
966,1562448172,Nadia Gracia,Leiva Carrera,nadia.leiva@hotmail.com,F,928164461,9/7/2004,18,Activo,Gratuidad,Viudo/a,a6ac1404-74f4-11ed-8c78-0242ac1c000c
967,2402469552,Lupe Alex,Quesada Briones,lupe.quesada@hotmail.com,M,916090477,18/6/2003,19,Activo,Sin gratuidad,Casado/a,a6ac14c2-74f4-11ed-8c78-0242ac1c000c
968,1890754918,Natividad Claudia,Reyes Oliver,natividad.reyes@hotmail.com,F,918523209,4/4/1995,27,Inactivo,Perdida gratuidad temporal,Viudo/a,a6ac1576-74f4-11ed-8c78-0242ac1c000c
969,247020546,Clara Caridad,Linares Mayoral,clara.linares@hotmail.com,F,972351954,19/10/2001,21,Activo,Perdida gratuidad temporal,Divorciado,a6ac1620-74f4-11ed-8c78-0242ac1c000c
970,732333993,Javi Anacleto,Zamora Águila,javi.zamora@hotmail.com,M,940109388,13/9/1997,25,Activo,Sin gratuidad,Casado/a,a6ac176a-74f4-11ed-8c78-0242ac1c000c
971,245177071,Lucila Amor,Abad Villalba,lucila.abad@hotmail.com,F,932707198,9/4/1994,28,Inactivo,Gratuidad,Viudo/a,a6ac1850-74f4-11ed-8c78-0242ac1c000c
972,2465138676,Celestina Anabel,Alemany Iñiguez,celestina.alemany@hotmail.com,F,902841516,24/10/2003,19,Inactivo,Gratuidad,Viudo/a,a6ac18f0-74f4-11ed-8c78-0242ac1c000c
973,2207163232,Esther Elisabet,Ferrán Cobo,esther.ferrán@hotmail.com,F,959812314,14/11/1999,23,Activo,Sin gratuidad,Viudo/a,a6ac1a26-74f4-11ed-8c78-0242ac1c000c
974,2146364793,Aristides Victoriano,Cabello Paredes,aristides.cabello@hotmail.com,M,939288489,12/3/1993,29,Activo,Perdida gratuidad temporal,Casado/a,a6ac1b0c-74f4-11ed-8c78-0242ac1c000c
975,1839568835,Tristán Eleuterio,Trujillo Lloret,tristán.trujillo@hotmail.com,M,961134121,25/4/1989,33,Activo,Gratuidad,Viudo/a,a6ac2872-74f4-11ed-8c78-0242ac1c000c
976,149103664,Apolinar Felix,Sancho Nadal,apolinar.sancho@hotmail.com,M,993423567,22/5/2004,18,Inactivo,Gratuidad,Casado/a,a6ac2b24-74f4-11ed-8c78-0242ac1c000c
977,904321978,Onofre Maximiliano,Fuster Lumbreras,onofre.fuster@hotmail.com,M,977918945,19/8/2006,16,Inactivo,Gratuidad,Casado/a,a6ac2bf6-74f4-11ed-8c78-0242ac1c000c
978,1499155185,Bernardo Ernesto,Borrell Rosell,bernardo.borrell@hotmail.com,M,929536854,7/11/1980,42,Activo,Perdida gratuidad temporal,Divorciado,a6ac2cb4-74f4-11ed-8c78-0242ac1c000c
979,1809421779,Rodolfo Balduino,Armengol Menéndez,rodolfo.armengol@hotmail.com,M,957357297,6/9/1999,23,Activo,Gratuidad,Divorciado,a6ac2e44-74f4-11ed-8c78-0242ac1c000c
980,1403221483,Alcides Teófilo,Téllez Cuervo,alcides.téllez@hotmail.com,M,970195269,16/8/2003,19,Inactivo,Sin gratuidad,Viudo/a,a6ac2f02-74f4-11ed-8c78-0242ac1c000c
981,2149181188,Pastora María Dolores,Quiroga Pomares,pastora.quiroga@hotmail.com,F,973439655,19/5/1981,41,Inactivo,Sin gratuidad,Soltero/a,a6ac2f98-74f4-11ed-8c78-0242ac1c000c
982,1281071994,Etelvina Eliana,Pastor Gomez,etelvina.pastor@hotmail.com,F,914544429,31/7/2001,21,Inactivo,Sin gratuidad,Casado/a,a6ac30c4-74f4-11ed-8c78-0242ac1c000c
983,1462042885,Clarisa María Luisa,Pazos Ayllón,clarisa.pazos@hotmail.com,F,926489448,23/1/1980,42,Activo,Gratuidad,Viudo/a,a6ac3182-74f4-11ed-8c78-0242ac1c000c
984,281928517,Angelina Jordana,Jove Zorrilla,angelina.jove@hotmail.com,F,992152453,13/3/1992,30,Inactivo,Sin gratuidad,Casado/a,a6ac322c-74f4-11ed-8c78-0242ac1c000c
985,538201312,Constanza Manuelita,Tolosa Grau,constanza.tolosa@hotmail.com,F,917108547,3/2/1984,38,Activo,Gratuidad,Viudo/a,a6ac3b8c-74f4-11ed-8c78-0242ac1c000c
986,427085188,Samuel Leoncio,Riera Fuente,samuel.riera@hotmail.com,M,954708479,10/11/1996,26,Activo,Perdida gratuidad temporal,Casado/a,a6ac3d58-74f4-11ed-8c78-0242ac1c000c
987,1971084162,Águeda Cecilia,Cánovas Blanch,águeda.cánovas@hotmail.com,F,951221867,12/2/1998,24,Activo,Gratuidad,Viudo/a,a6ac3ef2-74f4-11ed-8c78-0242ac1c000c
988,995404837,Mario Rodrigo,Rubio Carballo,mario.rubio@hotmail.com,M,950267973,15/2/1983,39,Activo,Sin gratuidad,Divorciado,a6ac401e-74f4-11ed-8c78-0242ac1c000c
989,684902584,Montserrat Isidora,Guillen Garmendia,montserrat.guillen@hotmail.com,F,914323972,28/7/1991,31,Inactivo,Sin gratuidad,Soltero/a,a6ac4172-74f4-11ed-8c78-0242ac1c000c
990,442381169,Joaquín Jose Angel,Manrique Alfonso,joaquín.manrique@hotmail.com,M,944280741,10/6/2003,19,Activo,Perdida gratuidad temporal,Divorciado,a6ac4244-74f4-11ed-8c78-0242ac1c000c
991,339999803,Nazaret Silvia,Roig Guillén,nazaret.roig@hotmail.com,F,955894356,11/4/1990,32,Activo,Perdida gratuidad temporal,Divorciado,a6ac4316-74f4-11ed-8c78-0242ac1c000c
